Date,VOO,SPY,QQQ
2022-03-02,1.2322019673932758,1.2307861450015127,1.166561251099881
2022-03-03,1.2260194955058727,1.2246587487565919,1.149897260514928
2022-03-04,1.2161030857390533,1.2147087707903006,1.1332329548909243
2022-03-07,1.1802019776567694,1.178900242180927,1.091437984195332
2022-03-08,1.1712957324986217,1.1699622597019295,1.0863650153754818
2022-03-09,1.2025140229914097,1.2013296895588796,1.1254719678777794
2022-03-10,1.1971580583917778,1.1959049850791021,1.1129738436727936
2022-03-11,1.1818853879630145,1.18069883292771,1.089892507625784
2022-03-14,1.1732546781299364,1.1720702445841114,1.0689614181125833
2022-03-15,1.1989943355384713,1.1978446204931035,1.1024913393139657
2022-03-16,1.2258053437668326,1.224405772488081,1.1433793125826923
2022-03-17,1.2408021828082145,1.2397240370672624,1.1572213933778173
2022-03-18,1.254513914040479,1.2533025699242506,1.1809073943760708
2022-03-21,1.2545749028767588,1.2529361250292268,1.1776244774421023
2022-03-22,1.269143537127497,1.2675972661203665,1.2007677711690763
2022-03-23,1.2527998119412196,1.2512725212620324,1.1835109821037877
2022-03-24,1.2714220326809373,1.2701346235183313,1.2098164277953085
2022-03-25,1.2778709606491743,1.2763375148255132,1.208807147689993
2022-03-28,1.2866842422413423,1.285416089905488,1.2275105960759378
2022-03-29,1.3029601691581634,1.3013178815886628,1.2486354346052977
2022-03-30,1.2948530948676422,1.2932825849798648,1.2348435500322454
2022-03-31,1.2749537600012324,1.2733769330126443,1.219538112846779
2022-04-01,1.2784849938843403,1.2769860490549743,1.2172171151475093
2022-04-04,1.2893253154395914,1.2879254191965055,1.2422780515758842
2022-04-05,1.2733873929956798,1.2716573634448034,1.2146941774167628
2022-04-06,1.2604893396843315,1.2589413729758063,1.1883213133683996
2022-04-07,1.2668463896483995,1.2652850377104625,1.1911470036268357
2022-04-08,1.2637753352856351,1.2619019547886752,1.17449592964296
2022-04-11,1.2418798496240315,1.2403332415337494,1.1467102204653787
2022-04-12,1.2373348983845074,1.235737445713626,1.1418664950613964
2022-04-13,1.2513073618262398,1.249891006829275,1.165076997119179
2022-04-14,1.2361064371644268,1.2343278127606734,1.1384352997475813
2022-04-18,1.2363212797155287,1.2348351214964195,1.1393094281001612
2022-04-19,1.2560672543043032,1.2547687111573391,1.1647743496045064
2022-04-20,1.255115413971103,1.2538381780066887,1.147786603888486
2022-04-21,1.236505627848491,1.2350890923106614,1.124037700093116
2022-04-22,1.2027562019626576,1.2011990424152064,1.094603706602453
2022-04-25,1.2093278971029529,1.2081631228591283,1.1086648445508074
2022-04-26,1.174749595430852,1.1731738286918496,1.0668185224899562
2022-04-27,1.1777896619382897,1.1764726464662987,1.0655403040483893
2022-04-28,1.2073011532021818,1.2061895824770457,1.1033836349184674
2022-04-29,1.1629570387926513,1.1616142236675495,1.0537327454424623
2022-05-02,1.1702658304024822,1.1686063322184186,1.071325786187828
2022-05-03,1.1753328381855657,1.1739633171752815,1.0724693779417438
2022-05-04,1.2109862408001117,1.2097138004792998,1.108731947868599
2022-05-05,1.168453929052813,1.1667173282234187,1.0528918012032191
2022-05-06,1.1611147417122798,1.1597532477794967,1.0402773225755209
2022-05-09,1.1236493390606273,1.1226210692162246,0.9995743822425518
2022-05-10,1.126536143977867,1.1252148444810768,1.011717982502522
2022-05-11,1.108386734750473,1.1073396932423158,0.9817124031609347
2022-05-12,1.1075269697963164,1.1061835790373638,0.9793913004486479
2022-05-13,1.1336604887672985,1.132630087033602,1.0156875795539244
2022-05-16,1.1296069022783193,1.128034472039975,1.0039139401524524
2022-05-17,1.1522088913038815,1.1512384897154033,1.0299167383293004
2022-05-18,1.1065751294631159,1.1048303639512982,0.9793576962832437
2022-05-19,1.099174163786804,1.0980636556282342,0.9741098807902742
2022-05-20,1.0994505872988096,1.098542936257033,0.9710824605263954
